-56.25970070  19.15312144 1.0
-56.34486248  18.23764096 1.0
-56.53044683  16.86318031 1.0
-56.59928912   7.52385126 1.0
-51.17137832   1.45523260 1.0
-49.86204549   0.49249237 1.0
-42.29468620  -2.38897048 1.0
-36.19471129  -0.87950442 1.0
-28.95956298  11.08459777 1.0
-20.98433169  20.89794643 1.0
-16.84162430  24.89231032 1.0
-16.64646159  29.33419663 1.0
-14.77749390  37.71591533 1.0
-10.98059516  44.69332039 1.0
 -9.76620723  45.69405951 1.0
 -5.33267346  48.78578336 1.0
  4.64861186  54.38223057 1.0
 14.15283331  60.87037691 1.0
 22.94370312  71.10596294 1.0
 27.65514319  76.57501116 1.0
 30.71215906  87.83658024 1.0
 23.54024854  81.48233221 1.0
 18.25293385  77.50503821 1.0
 16.74260332  76.73440224 1.0
  9.63640702  73.65474715 1.0
  2.37142672  70.57554562 1.0
 -4.33122261  66.54194202 1.0
-10.31599800  62.55169261 1.0
-15.17316633  59.14541406 1.0
-19.15947589  56.85720049 1.0
-22.18009416  55.97173042 1.0
-23.61167268  56.15585244 1.0
-25.54068607  58.84382993 1.0
-25.66358953  59.73727823 1.0
-25.46608912  64.48402123 1.0
-24.73800896  69.16317433 1.0
-23.59666373  77.28321791 1.0
-23.24184380  85.74100159 1.0
-23.29855060  95.48483297 1.0
-23.11732605 104.61652027 1.0
-22.04699106 112.17946522 1.0
-21.47954687 120.68735869 1.0
-28.60144331 113.24184680 1.0
-32.21985496 102.68408328 1.0
-32.64715145 101.00226258 1.0
-32.91380820  99.91327087 1.0
-35.32719456  87.98217243 1.0
-37.24983733  78.31542378 1.0
-38.41177794  70.25884724 1.0
-38.63643495  65.66032464 1.0
-39.07254172  62.91725924 1.0
-41.54749860  57.51742813 1.0
-43.97016801  54.96625069 1.0
-51.44002840  44.59592867 1.0
-51.50308351  44.48479326 1.0
-55.67632530  33.59716433 1.0
-55.89145184  31.00989368 1.0
-56.02319476  28.32543554 1.0
